"config_id","config_label","description","n_col","n_row","a_true","b_true","sigma","rep","method","method_label","true_rho","true_theta","pred_rho","pred_theta","pred_a","pred_b","abs_err_a","abs_err_b","active_pixels"
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,16,"cssa_col_col","CSSA col.col",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4166
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,16,"median","Median",0,2.35619449019234,0,2.36,NA,NA,NA,NA,5174
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,16,"wiener","Wiener",0,2.35619449019234,0,2.36,NA,NA,NA,NA,10000
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,16,"bm3d","BM3D",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4875
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,16,"quantile_09","Quantile 0.9",0,2.35619449019234,0,2.36,NA,NA,NA,NA,1000
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,17,"cssa_row_row","CSSA row.row",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4088
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,17,"cssa_row_col","CSSA row.col",0,2.35619449019234,0,2.36,NA,NA,NA,NA,5158
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,17,"cssa_col_row","CSSA col.row",0,2.35619449019234,12,2.36,NA,NA,NA,NA,4901
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,17,"cssa_col_col","CSSA col.col",0,2.35619449019234,0,2.36,NA,NA,NA,NA,5020
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,17,"median","Median",0,2.35619449019234,0,2.36,NA,NA,NA,NA,5076
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,17,"wiener","Wiener",0,2.35619449019234,0,2.36,NA,NA,NA,NA,10000
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,17,"bm3d","BM3D",0,2.35619449019234,-2,2.36,NA,NA,NA,NA,4914
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,17,"quantile_09","Quantile 0.9",0,2.35619449019234,0,2.36,NA,NA,NA,NA,1000
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,18,"cssa_row_row","CSSA row.row",0,2.35619449019234,0,2.36,NA,NA,NA,NA,3827
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,18,"cssa_row_col","CSSA row.col",0,2.35619449019234,3,2.36,NA,NA,NA,NA,4810
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,18,"cssa_col_row","CSSA col.row",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4827
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,18,"cssa_col_col","CSSA col.col",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4259
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,18,"median","Median",0,2.35619449019234,0,2.36,NA,NA,NA,NA,5162
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,18,"wiener","Wiener",0,2.35619449019234,0,2.36,NA,NA,NA,NA,10000
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,18,"bm3d","BM3D",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4969
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,18,"quantile_09","Quantile 0.9",0,2.35619449019234,0,2.36,NA,NA,NA,NA,1000
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,19,"cssa_row_row","CSSA row.row",0,2.35619449019234,0,2.36,NA,NA,NA,NA,3960
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,19,"cssa_row_col","CSSA row.col",0,2.35619449019234,3,2.36,NA,NA,NA,NA,4709
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,19,"cssa_col_row","CSSA col.row",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4896
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,19,"cssa_col_col","CSSA col.col",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4182
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,19,"median","Median",0,2.35619449019234,0,2.36,NA,NA,NA,NA,5206
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,19,"wiener","Wiener",0,2.35619449019234,0,2.36,NA,NA,NA,NA,10000
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,19,"bm3d","BM3D",0,2.35619449019234,-5,2.38,NA,NA,NA,NA,4273
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,19,"quantile_09","Quantile 0.9",0,2.35619449019234,0,2.36,NA,NA,NA,NA,1000
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,20,"cssa_row_row","CSSA row.row",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4003
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,20,"cssa_row_col","CSSA row.col",0,2.35619449019234,3,2.37,NA,NA,NA,NA,4072
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,20,"cssa_col_row","CSSA col.row",0,2.35619449019234,0,2.34,NA,NA,NA,NA,4902
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,20,"cssa_col_col","CSSA col.col",0,2.35619449019234,0,2.36,NA,NA,NA,NA,3454
"diag_pos_full","diag\_pos\_full","Positive full diagonal",100,100,1,0,0.2,20,"median","Median",0,2.35619449019234,0,2.36,NA,NA,NA,NA,4889
