"config_id","description","n_col","n_row","a","b","visible_pixels","row_coverage","col_coverage","sigma","rep","method","mse"
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,42,"row.col",0.000585925056357283
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,42,"col.col",0.000302635567814353
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,43,"row.row",0.00136419531196856
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,43,"col.row",0.000579832426746069
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,43,"row.col",0.000594812514981333
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,43,"col.col",0.000252152281656585
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,44,"row.row",0.00151160506798022
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,44,"col.row",0.000558023733274779
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,44,"row.col",0.000797967977582799
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,44,"col.col",0.000268714032130121
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,45,"row.row",0.000745630383154876
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,45,"col.row",0.000552225055883674
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,45,"row.col",0.000392260394521029
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,45,"col.col",0.000238099373483612
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,46,"row.row",0.00160967266270208
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,46,"col.row",0.000491386299217287
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,46,"row.col",0.000714107973415248
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,46,"col.col",0.000317810333325887
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,47,"row.row",0.00116391895152117
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,47,"col.row",0.000529311836078829
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,47,"row.col",0.000508363099674851
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,47,"col.col",0.000314601431248421
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,48,"row.row",0.000819065177412939
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,48,"col.row",0.000541223979694492
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,48,"row.col",0.000307299325898562
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,48,"col.col",0.000216193374786336
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,49,"row.row",0.00155895207209389
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,49,"col.row",0.000632110945400691
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,49,"row.col",0.000518388081499297
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,49,"col.col",0.000317864395524983
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,50,"row.row",0.00130617202515094
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,50,"col.row",0.000661016939106172
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,50,"row.col",0.000624845155950997
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,50,"col.col",0.000275299340327735
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,51,"row.row",0.00107390134183268
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,51,"col.row",0.000483832852011436
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,51,"row.col",0.000518510874750171
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,51,"col.col",0.000326208239601564
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,52,"row.row",0.00110946754045413
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,52,"col.row",0.000653889020881236
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,52,"row.col",0.000377868104967446
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,52,"col.col",0.000275929041816671
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,53,"row.row",0.00111418840899605
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,53,"col.row",0.000585366111695642
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,53,"row.col",0.00045807832708879
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,53,"col.col",0.000254487819090171
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,54,"row.row",0.00130954472994297
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,54,"col.row",0.000515810494066905
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,54,"row.col",0.000609203655190995
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,54,"col.col",0.000323156986042451
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,55,"row.row",0.00105086267115082
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,55,"col.row",0.000617143450908205
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,55,"row.col",0.000477333170021713
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,55,"col.col",0.000325304573985586
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,56,"row.row",0.00158964623854573
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,56,"col.row",0.000597683096886559
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,56,"row.col",0.000793142658257261
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,56,"col.col",0.000382521548097793
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,57,"row.row",0.00160934928189043
"diag_pos_full","Positive full diagonal",100,100,1,0,100,1,1,0.2,57,"col.row",0.000508501450628067
