"config_id","rep","row_id","true_col","omega","omega_wrapped","argmax_error","mse","near_mass_share","active_share_0001","active_share_01","frequency_band"
"steep_full",2,67,34,-2.07345115136926,-2.07345115136926,66,0.0156081031932625,0,0.48,0.03,"31--40"
"steep_full",2,68,34,-2.07345115136926,-2.07345115136926,7,0.0193764564557763,0,0.47,0.02,"31--40"
"steep_full",2,69,35,-2.13628300444106,-2.13628300444106,0,0.00232730024906831,0.70141511744658,0.43,0.02,"31--40"
"steep_full",2,70,35,-2.13628300444106,-2.13628300444106,0,0.000989126053697348,0.669563177436188,0.44,0.03,"31--40"
"steep_full",2,71,36,-2.19911485751286,-2.19911485751286,0,0.00167233053684515,0.708598648288966,0.47,0.02,"31--40"
"steep_full",2,72,36,-2.19911485751286,-2.19911485751286,0,0.00187226779066952,0.67439216600798,0.51,0.02,"31--40"
"steep_full",2,73,37,-2.26194671058465,-2.26194671058465,0,0.00236584406976406,0.748078850597998,0.41,0.03,"31--40"
"steep_full",2,74,37,-2.26194671058465,-2.26194671058465,0,0.000791749214596412,0.728254734243816,0.44,0.03,"31--40"
"steep_full",2,75,38,-2.32477856365645,-2.32477856365645,0,0.00153845444981465,0.9517759124612,0.12,0.01,"31--40"
"steep_full",2,76,38,-2.32477856365645,-2.32477856365645,0,0.00135129337878059,0.724184225144222,0.47,0.01,"31--40"
"steep_full",2,77,39,-2.38761041672824,-2.38761041672824,0,0.00013856487595414,0.750518716852143,0.36,0.01,"31--40"
"steep_full",2,78,39,-2.38761041672824,-2.38761041672824,12,0.0126052423545933,0,0.44,0.01,"31--40"
"steep_full",2,79,40,-2.45044226980004,-2.45044226980004,0,0.0046521684500616,0.973901090642452,0.16,0.01,"31--40"
"steep_full",2,80,40,-2.45044226980004,-2.45044226980004,0,0.00179126834819428,0.592202221545319,0.45,0.03,"31--40"
"steep_full",2,81,41,-2.51327412287183,-2.51327412287183,0,0.000467683575474724,0.790030507613749,0.38,0.02,"41--50"
"steep_full",2,82,41,-2.51327412287183,-2.51327412287183,0,0.000158921726819106,0.92199279049123,0.4,0.01,"41--50"
"steep_full",2,83,42,-2.57610597594363,-2.57610597594363,0,0.00219480444903094,0.977014727830818,0.04,0.01,"41--50"
"steep_full",2,84,42,-2.57610597594363,-2.57610597594363,0,0.000319063861885872,0.845415123303104,0.45,0.01,"41--50"
"steep_full",2,85,43,-2.63893782901543,-2.63893782901543,0,0.00317462061466858,0.713416194526527,0.43,0.03,"41--50"
"steep_full",2,86,43,-2.63893782901543,-2.63893782901543,0,0.00427598955399821,0.498485187748885,0.47,0.03,"41--50"
"steep_full",2,87,44,-2.70176968208722,-2.70176968208722,0,0.000433592496184649,0.767916655355972,0.36,0.02,"41--50"
"steep_full",2,88,44,-2.70176968208722,-2.70176968208722,0,0.00424504121527725,0.8426585329511,0.46,0.02,"41--50"
"steep_full",2,89,45,-2.76460153515902,-2.76460153515902,0,0.000146404068805273,0.789440632666522,0.42,0.01,"41--50"
"steep_full",2,90,45,-2.76460153515902,-2.76460153515902,0,0.000825008822072539,0.891739965152037,0.4,0.02,"41--50"
"steep_full",2,91,46,-2.82743338823081,-2.82743338823081,0,0.00156761294732324,0.586121429399514,0.5,0.02,"41--50"
"steep_full",2,92,46,-2.82743338823081,-2.82743338823081,0,0.00132820035424207,0.803950980667124,0.36,0.01,"41--50"
"steep_full",2,93,47,-2.89026524130261,-2.89026524130261,0,0.00245049770292847,0.687892400902774,0.41,0.03,"41--50"
"steep_full",2,94,47,-2.89026524130261,-2.89026524130261,0,0.00125906957229994,0.556432155078375,0.47,0.03,"41--50"
"steep_full",2,95,48,-2.95309709437441,-2.95309709437441,0,6.84321536616403e-05,0.915296226626219,0.22,0.01,"41--50"
"steep_full",2,96,48,-2.95309709437441,-2.95309709437441,5,0.0146726298777052,0.0949825312273236,0.49,0.01,"41--50"
"steep_full",2,97,49,-3.0159289474462,-3.0159289474462,0,0.00195639978624734,0.912480779934027,0.39,0.01,"41--50"
"steep_full",2,98,49,-3.0159289474462,-3.0159289474462,0,0.000616924773564461,0.728410000221823,0.44,0.01,"41--50"
"steep_full",2,99,50,-3.078760800518,-3.078760800518,40,0.0148027421946529,0.0471071393494806,0.53,0.02,"41--50"
"steep_full",2,100,50,-3.078760800518,-3.078760800518,0,0.00243918686409707,0.62047652090996,0.49,0.04,"41--50"
"steep_full",3,1,1,0,0,0,0.000243433232133318,0.738981551581463,0.45,0.01,"1--10"
"steep_full",3,2,1,0,0,0,0.00273870851064436,0.941173154664409,0.08,0.01,"1--10"
"steep_full",3,3,2,-0.0628318530717959,-0.0628318530717959,52,0.0147078182041651,0.00392969052421771,0.53,0.01,"1--10"
"steep_full",3,4,2,-0.0628318530717959,-0.0628318530717959,0,0.00243577753290024,0.597453273470805,0.7,0.01,"1--10"
"steep_full",3,5,3,-0.125663706143592,-0.125663706143592,0,0.00161023192050078,0.89104203280678,0.4,0.02,"1--10"
"steep_full",3,6,3,-0.125663706143592,-0.125663706143592,0,0.00235093775693331,0.66846887030243,0.47,0.02,"1--10"
"steep_full",3,7,4,-0.188495559215388,-0.188495559215388,0,8.6353175130665e-05,0.847824586724342,0.22,0.01,"1--10"
"steep_full",3,8,4,-0.188495559215388,-0.188495559215388,0,0.00243233335315611,0.694964936919493,0.25,0.05,"1--10"
"steep_full",3,9,5,-0.251327412287183,-0.251327412287183,0,0.00104373658635961,0.624798324702034,0.61,0.03,"1--10"
"steep_full",3,10,5,-0.251327412287183,-0.251327412287183,0,0.000141644916235583,0.84480664647677,0.33,0.01,"1--10"
"steep_full",3,11,6,-0.314159265358979,-0.314159265358979,0,3.72554922074757e-05,0.939902055365539,0.22,0.01,"1--10"
"steep_full",3,12,6,-0.314159265358979,-0.314159265358979,0,0.000690189309241837,0.832566752489539,0.39,0.01,"1--10"
"steep_full",3,13,7,-0.376991118430775,-0.376991118430775,0,0.0016475653003657,0.871814772099706,0.37,0.01,"1--10"
